tx_id,from,to,asset_type,amount,as_of
0x6e8a3b065c5525e3e12a48b1534606ebc1e652795bbd7b8ab44c45ab68b2dd50,0xdadB0d80178819F2319190D340ce9A924f783711,0x4675C7e5BaAFBFFbca748158bEcBA61ef3b0a263,ETH,0.03111654162525279,2025-11-17T10:00:00
0xfaa7cce3f25d181db13533ae33f75215f920b4f8290e2ef7d0c6bfd85909fced,0xb872f5B8B89f1f96D8979A77975f73873387211c,0x69C17e1E521b26780d766a039CD600F40Fd36d3D,ETH,0.112551868535169428,2025-11-17T10:00:00
